472284478,32003,5574926,SW,,455523028,01830,9416920,1023389806
472284478,32258,6074976,SW,,455523028,09820,4114969,1174954630
472284478,32068,5914649,SW,,455523028,09820,4973601,1386167229
472284478,32068,5914649,SW,,455523028,01830,4973601,1386167229
472284478,32258,6074976,SW,,455523028,01830,4114969,1174954630
472284478,32003,5574926,SW,,455523028,01830,4973601,1386167229
472284478,32204,6353254,SW,,455523028,01830,8494786,1528847688
472284478,32068,5914649,SW,,455523028,12701,4973601,1386167229
472284478,32258,6074976,SW,,455523028,12701,4114969,1174954630
472284478,32204,6353254,SW,,455523028,12701,8494786,1528847688
472284478,32003,5574926,SW,,455523028,12701,9416920,1023389806
472284478,32003,5574926,SW,,455523028,09820,9416920,1023389806
472284478,32003,5574926,SW,,455523028,09820,4973601,1386167229
472284478,32204,6353254,SW,,455523028,09820,8494786,1528847688
472284478,32003,5574926,SW,,455523028,12701,4973601,1386167229
472284478,32204,6353254,SW,,455523028,12701,7983716,1538157375
472284478,32204,6353254,SW,,455523028,01830,7983716,1538157375
472284478,32204,6353254,SW,,455523028,09820,7983716,1538157375